1939    1   100
1939    2   81
1939    3   69
1939    4   107
1939    5   39
1939    6   70
1939    7   73
1939    8   65
1939    9   67
1939    10  38
1939    11  122
1939    12  77
1939    13  52
1939    14  51
1939    15  56
1939    16  56
1939    17  80
1939    18  75
1939    19  60
1939    20  81
1939    21  35
1939    22  128
1939    23  54
1939    24  119
1939    25  128
1939    26  40
1939    27  252
1939    28  58
1939    29  107
1939    30  95
1939    31  137
1939    32  117
1939    33  50
1939    34  57
1939    35  18
1939    36  39
1939    37  28
1939    38  39
1939    39  35
1939    40  29
1939    41  14
1939    42  51
1939    43  37
1939    44  12
1939    45  59
1939    46  37
1939    47  20
1939    48  47
1939    49  40
1939    50  39
1939    51  23
1939    52  41
1940    1   -
1940    2   29
1940    3   44
1940    4   48
1940    5   51
1940    6   64
1940    7   47
1940    8   54
1940    9   45
1940    10  37
1940    11  87
1940    12  59
1940    13  42
1940    14  55
1940    15  47
1940    16  71
1940    17  55
1940    18  47
1940    19  44
1940    20  57
1940    21  66
1940    22  98
1940    23  59
1940    24  56
1940    25  90
1940    26  71
1940    27  165
1940    28  84
1940    29  72
1940    30  55
1940    31  97
1940    32  68
1940    33  61
1940    34  58
1940    35  20
1940    36  60
1940    37  56
1940    38  34
1940    39  48
1940    40  25
1940    41  40
1940    42  31
1940    43  35
1940    44  50
1940    45  30
1940    46  91
1940    47  86
1940    48  133
1940    49  75
1940    50  49
1940    51  71
1940    52  67
1941    1   106
1941    2   151
1941    3   89
1941    4   128
1941    5   138
1941    6   232
1941    7   148
1941    8   -
1941    9   159
1941    10  143
1941    11  98
1941    12  98
1941    13  99
1941    14  76
1941    15  148
1941    16  110
1941    17  131
1941    18  96
1941    19  69
1941    20  140
1941    21  83
1941    22  53
1941    23  65
1941    24  67
1941    25  103
1941    26  87
1941    27  112
1941    28  46
1941    29  69
1941    30  46
1941    31  50
1941    32  81
1941    33  55
1941    34  57
1941    35  10
1941    36  71
1941    37  44
1941    38  27
1941    39  45
1941    40  24
1941    41  29
1941    42  17
1941    43  43
1941    44  61
1941    45  87
1941    46  101
1941    47  51
1941    48  58
1941    49  85
1941    50  35
1941    51  30
1941    52  36
1942    1   46
1942    2   22
1942    3   45
1942    4   108
1942    5   65
1942    6   70
1942    7   70
1942    8   103
1942    9   97
1942    10  74
1942    11  38
1942    12  53
1942    13  -
1942    14  48
1942    15  77
1942    16  108
1942    17  52
1942    18  43
1942    19  98
1942    20  96
1942    21  71
1942    22  64
1942    23  41
1942    24  97
1942    25  51
1942    26  46
1942    27  57
1942    28  49
1942    29  46
1942    30  59
1942    31  40
1942    32  31
1942    33  21
1942    34  17
1942    35  32
1942    36  24
1942    37  37
1942    38  34
1942    39  19
1942    40  8
1942    41  23
1942    42  24
1942    43  11
1942    44  44
1942    45  50
1942    46  36
1942    47  37
1942    48  34
1942    49  29
1942    50  43
1942    51  59
1942    52  27
1943    1   61
1943    2   90
1943    3   110
1943    4   67
1943    5   105
1943    6   149
1943    7   56
1943    8   130
1943    9   77
1943    10  95
1943    11  55
1943    12  48
1943    13  85
1943    14  77
1943    15  125
1943    16  76
1943    17  104
1943    18  118
1943    19  145
1943    20  155
1943    21  116
1943    22  134
1943    23  135
1943    24  159
1943    25  190
1943    26  67
1943    27  144
1943    28  148
1943    29  75
1943    30  124
1943    31  72
1943    32  163
1943    33  61
1943    34  82
1943    35  23
1943    36  119
1943    37  55
1943    38  44
1943    39  59
1943    40  44
1943    41  59
1943    42  106
1943    43  35
1943    44  101
1943    45  80
1943    46  59
1943    47  73
1943    48  82
1943    49  67
1943    50  72
1943    51  60
1943    52  95
1944    1   86
1944    2   48
1944    3   109
1944    4   58
1944    5   117
1944    6   99
1944    7   23
1944    8   93
1944    9   55
1944    10  70
1944    11  74
1944    12  74
1944    13  54
1944    14  79
1944    15  48
1944    16  30
1944    17  83
1944    18  91
1944    19  65
1944    20  47
1944    21  104
1944    22  64
1944    23  35
1944    24  126
1944    25  111
1944    26  50
1944    27  55
1944    28  50
1944    29  52
1944    30  92
1944    31  70
1944    32  53
1944    33  40
1944    34  39
1944    35  23
1944    36  41
1944    37  43
1944    38  36
1944    39  11
1944    40  31
1944    41  14
1944    42  6
1944    43  24
1944    44  20
1944    45  53
1944    46  16
1944    47  42
1944    48  64
1944    49  27
1944    50  88
1944    51  37
1944    52  33
1945    1   45
1945    2   44
1945    3   46
1945    4   45
1945    5   52
1945    6   42
1945    7   32
1945    8   54
1945    9   46
1945    10  44
1945    11  52
1945    12  109
1945    13  48
1945    14  28
1945    15  157
1945    16  59
1945    17  47
1945    18  55
1945    19  62
1945    20  63
1945    21  79
1945    22  51
1945    23  132
1945    24  82
1945    25  46
1945    26  67
1945    27  84
1945    28  115
1945    29  71
1945    30  96
1945    31  71
1945    32  53
1945    33  39
1945    34  51
1945    35  23
1945    36  51
1945    37  48
1945    38  18
1945    39  41
1945    40  26
1945    41  10
1945    42  33
1945    43  25
1945    44  21
1945    45  35
1945    46  46
1945    47  40
1945    48  44
1945    49  41
1945    50  60
1945    51  46
1945    52  34

